Title,Company,Location,Experience,Experience_Min,Experience_Max,Salary,Salary_Min,Salary_Max,Skills,Job_Category,Keyword,Source,Posted_Date,Work_Mode,Job_Link,Role_Category
"Data Engineer with SQL, SSIS & SSMS",Abhima Technologies,"Hybrid - Hyderabad, Bengaluru",4-6 Yrs,4.0,6.0,10-20 Lacs PA,10.0,20.0,"AWS, Apache Airflow, Data Engineering, Python, SQL, SSIS, Snowflake, Ssms",Data Engineering,Sql,Naukri,1 week ago,Hybrid,https://www.naukri.com/job-listings-data-engineer-with-sql-ssis-ssms-abhima-technologies-hyderabad-bengaluru-4-to-6-years-180726008109,Data Engineering
Power BI Developer,Abotts Inc,Remote,3-8 Yrs,3.0,8.0,Not Available,,,"Analytical, Data Analysis, Data Modeling, Microsoft, Power BI, Schema, Ssrs, System Maintenance",Business Intelligence,Power Bi,Naukri,3+ weeks ago,Remote,https://www.naukri.com/job-listings-power-bi-developer-abotts-inc-remote-3-to-8-years-020326502430,Business Intelligence
Senior Sql Developer,Acads360 India,Hyderabad(HITEC City),3-5 Yrs,3.0,5.0,Not Available,,,"Database Backup, Indexing, Ms Sql Database, Ms Sql Development, Performance Optimization, Query Optimization, Stored Procedures, Triggers",SQL / Database,Sql,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-senior-sql-developer-acads360-india-hyderabad-3-to-5-years-210726020372,SQL / Database
Business Analyst,Accenture,Bengaluru,7-12 Yrs,7.0,12.0,Not Available,,,"Business Analyst, Business Process, Business Process Reengineering, Business Requirements, Process Mapping, Project Management, Requirements Gathering, ServiceNow",Business Analyst,Business Analyst,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-300726923666,Business Analyst
Business Analyst,Accenture,Hyderabad,5-10 Yrs,5.0,10.0,Not Available,,,"Agile, Business Analyst, Change Management, Clinical Trials, Jira, Research, ServiceNow, Ticketing",Business Analyst,Business Analyst,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-240726927085,Business Analyst
Business Analyst,Accenture,Navi Mumbai,2-7 Yrs,2.0,7.0,Not Available,,,"Business Analyst, Business Process, Business Requirements, Communication Skills, Mapping, Process Mapping, Research, Transportation",Business Analyst,Business Analyst,Naukri,Just now,On-site,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-navi-mumbai-2-to-7-years-310726921510,Business Analyst
Business Analyst,Accenture,Pune,3-8 Yrs,3.0,8.0,Not Available,,,"Analytical Skills, Business Analyst, Business Models, Business Processes, Design, Process Mapping, Project Management, Research",Business Analyst,Business Analyst,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-pune-3-to-8-years-300726921847,Business Analyst
Business Analyst,Accenture,Mumbai,6-11 Yrs,6.0,11.0,Not Available,,,"Atci-5391797-S1962787, Bdd, Business Analyst, Confluence, Data Analysis, Project Management, Software Development, Software Testing",Business Analyst,Business Analyst,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-mumbai-6-to-11-years-270726918738,Business Analyst
Business Analyst,Accenture,Kolkata,8-13 Yrs,8.0,13.0,Not Available,,,"Analysis, Business Analysis, Business Analyst, Communication Skills, Guidewire, Operations, Research",Business Analyst,Business Analyst,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-kolkata-8-to-13-years-280726918306,Business Analyst
Business Analyst,Accenture,Chennai,3-8 Yrs,3.0,8.0,Not Available,,,"Architecture, Business Analyst, Change Management, Network Operations, Network Security, Networking, Research, Technical Documentation",Business Analyst,Business Analyst,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-chennai-3-to-8-years-200726931917,Business Analyst
Data Architect,Accenture,Bengaluru,7-11 Yrs,7.0,11.0,Not Available,,,"Business Intelligence, Cloud Data Storage, Data Architect, Data Architecture, Data Management, Power BI, SQL, Storage Solutions",Data Engineering,Business Intelligence,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-data-architect-accenture-solutions-pvt-ltd-bengaluru-7-to-11-years-240726926668,Data Engineering
Data Architect,Accenture,Hyderabad,15-20 Yrs,15.0,20.0,Not Available,,,"Business Intelligence, Data Analytics, Data Architect, Data Engineering, Data Warehousing, Oracle, SQL Server, Sales",Data Engineering,Business Intelligence,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-architect-accenture-solutions-pvt-ltd-hyderabad-15-to-20-years-200726926060,Data Engineering
Data Engineer,Accenture,Pune,3-8 Yrs,3.0,8.0,Not Available,,,"Data Analytics, Data Engineering, Data Pipeline, Data Warehousing, Hive, Python, SQL, Workflow",Data Engineering,Tableau,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-3-to-8-years-290726923662,Data Engineering
Data Engineer,Accenture,Hyderabad,2-4 Yrs,2.0,4.0,Not Available,,,"Data Analysis, Data Engineering, Data Integration, Data Pipeline Architecture, ETL, Hive, PySpark, Python",Data Engineering,Data Engineer,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-4-years-130726930101,Data Engineering
Data Engineer,Accenture,Bengaluru,2-7 Yrs,2.0,7.0,Not Available,,,"AI, Architecture, Automation, Data Integration, Data Pipelines, Deployment, Scripting, Workflows",Data Engineering,Data Engineer,Naukri,Just now,On-site,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-310726921047,Data Engineering
Data Engineer,Accenture,Gurugram,3-8 Yrs,3.0,8.0,Not Available,,,"Architecture, Cloud, Data Pipelines, Data Quality, Deployment, Etl Processes, Snowflake Data Warehouse, Workflows",Data Engineering,Data Engineer,Naukri,Just now,On-site,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-8-years-310726921506,Data Engineering
Data Engineer,Accenture,"Hybrid - Hyderabad, Bengaluru, Mumbai (All Areas)",8-13 Yrs,8.0,13.0,Not Available,,,"Adb, Adf, Data Bricks, Datafactory, ETL, Oracle Adf, PySpark, Python",Data Engineering,Data Engineer,Naukri,1 week ago,Hybrid,https://www.naukri.com/job-listings-data-engineer-sigma-allied-services-hyderabad-bengaluru-mumbai-all-areas-8-to-13-years-220726007321,Data Engineering
Data Engineer,Accenture,Bhubaneswar,3-8 Yrs,3.0,8.0,Not Available,,,"Data Engineering, Data Integration, Data Pipeline Architecture, Data Services, ETL, Hive, PySpark, Python",Data Engineering,Data Engineer,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bhubaneswar-3-to-8-years-200726927241,Data Engineering
Data Engineer,Accenture,"Hyderabad, Gurugram, Bengaluru",4-9 Yrs,4.0,9.0,Not Available,,,"Data Engineering, Data Warehousing, Database Management, Etl Pipelines, Hadoop, Management, PySpark, Python",Data Engineering,Data Engineer,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-experis-hyderabad-gurugram-bengaluru-4-to-9-years-150726028746,Data Engineering
Data Engineer,Accenture,Chennai,2-4 Yrs,2.0,4.0,Not Available,,,"Data Analysis, Data Engineering, Data Integration, Data Pipeline Architecture, ETL, Hive, PySpark, Python",Data Engineering,Data Engineer,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-2-to-4-years-130726935376,Data Engineering
Data Engineer,Accenture,Navi Mumbai,15-20 Yrs,15.0,20.0,Not Available,,,"Data Analysis, Data Engineering, Data Integration, Data Pipeline Architecture, ETL, Hive, PySpark, Python",Data Engineering,Data Engineer,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-130726923352,Data Engineering
Data Engineer/ Mgmt & Governance New Associate,Accenture,Bengaluru,0-1 Yrs,0.0,1.0,Not Available,,,"Analytics, Analytics Platforms, Content Management, Data Quality, ERP, Erp Tools, Master Data Management, Oracle",Data Engineering,Data Engineer,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-data-engineer-mgmt-governance-new-associate-accenture-solutions-pvt-ltd-bengaluru-0-to-1-years-270726925988,Data Engineering
Data Engineering Management & Governance Associate Manager,Accenture,Bengaluru,10-15 Yrs,10.0,15.0,Not Available,,,"Business Intelligence, Data Management, Data Warehousing, Power BI, Python, SQL Server, Scala, Talend",Data Engineering,Business Intelligence,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-engineering-management-governance-associate-manager-accenture-solutions-pvt-ltd-bengaluru-10-to-15-years-200726929559,Data Engineering
Data Science Research Senior Analyst,Accenture,Hyderabad,2-4 Yrs,2.0,4.0,Not Available,,,"AI, Coaching, Data Quality Management, Data Warehousing, Google Cloud Platform, Machine Learning, Master Data Management, Python",Data Scientist,Research Analyst,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-data-science-research-senior-analyst-accenture-solutions-pvt-ltd-hyderabad-2-to-4-years-270726920363,Data Scientist
Machine Learning Engineer,Accenture,"Hybrid - Indore, Hyderabad, Bengaluru",7-12 Yrs,7.0,12.0,13-23 Lacs PA,13.0,23.0,"Data Processing, Machine, Machine Learning, Process, Processing, PyTorch, Scikit-Learn, TensorFlow",Machine Learning / AI,Machine Learning,Naukri,1 week ago,Hybrid,https://www.naukri.com/job-listings-machine-learning-engineer-pineq-technology-labs-indore-hyderabad-bengaluru-7-to-12-years-090726019801,Machine Learning / AI
Python Developer,Accenture,Hybrid - Bengaluru,6-11 Yrs,6.0,11.0,Not Available,,,"Development, Django, Flask, Python, Python Development",Python Development,Python,Naukri,2 days ago,Hybrid,https://www.naukri.com/job-listings-python-developer-sigma-allied-services-bengaluru-6-to-11-years-280726034270,Python Development
Retail - Consultant - Retail Specialized Data Scientist,Accenture,"Hyderabad, Pune, Bengaluru",2-6 Yrs,2.0,6.0,Not Available,,,"Algorithms, Artificial Intelligence, Data Manipulation, Machine Learning, Power BI, Python, Statistics, Unsupervised Learning",Data Scientist,Tableau,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-retail-consultant-retail-specialized-data-scientist-accenture-solutions-pvt-ltd-hyderabad-pune-bengaluru-2-to-6-years-130726922756,Data Scientist
S&C Global Network - AI - Life Sciences -Data Science Consultant,Accenture,Bengaluru,4-9 Yrs,4.0,9.0,Not Available,,,"AI, Business Development, C, Data Science, Digital Marketing, Power BI, Python, R00303609",Data Scientist,Tableau,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-s-c-global-network-ai-life-sciences-data-science-consultant-accenture-solutions-pvt-ltd-bengaluru-4-to-9-years-200726931448,Data Scientist
S&C Global Network - AI - Life Sciences -Data Science Manager,Accenture,Bengaluru,8-12 Yrs,8.0,12.0,Not Available,,,"Arisg, Information Management, Power BI, Python, R, Regulatory, SQL, Tableau",Data Scientist,Tableau,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-s-c-global-network-ai-life-sciences-data-science-manager-accenture-solutions-pvt-ltd-bengaluru-8-to-12-years-200726931452,Data Scientist
S&C Global Network - AI - Life Sciences -Data Science Sr. Manager,Accenture,Bengaluru,5-9 Yrs,5.0,9.0,Not Available,,,"Business Analytics, Hypothesis Testing, Power BI, Python, R, SQL, Tableau, Time Series",Data Scientist,Tableau,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-s-c-global-network-ai-life-sciences-data-science-sr-manager-accenture-solutions-pvt-ltd-bengaluru-5-to-9-years-200726930641,Data Scientist
S&C Global Network - AI - Retail - Consultant - Data Scientist,Accenture,Gurugram,4-9 Yrs,4.0,9.0,Not Available,,,"Data Analysis, Data Science, It Services, Machine Learning, Merchandising, PyTorch, Python, TensorFlow",Data Scientist,Data Scientist,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-s-c-global-network-ai-retail-consultant-data-scientist-accenture-solutions-pvt-ltd-gurugram-4-to-9-years-270726921002,Data Scientist
"Senior Manager, Advanced Analytics and Data Science, Accion Advisory",Accion International,Mumbai,10-15 Yrs,10.0,15.0,Not Available,,,"Analytical, Consulting, Customer Service, Data Mining, Project Management, Sas, Spss, Team Management",Data Scientist,Analytics,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-senior-manager-advanced-analytics-and-data-science-accion-advisory-accion-international-mumbai-10-to-15-years-200726506283,Data Scientist
Business Analyst Workday,Accion Labs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",10-15 Yrs,10.0,15.0,Not Available,,,"Business Analysis, Business Analyst, Core, Core Hcm, Requirement Gathering, Requirements, Stakeholder, Workday Hcm",Business Analyst,Business Analyst,Naukri,2 days ago,Hybrid,https://www.naukri.com/job-listings-business-analyst-workday-accion-labs-pune-bengaluru-mumbai-all-areas-10-to-15-years-280726031271,Business Analyst
Data Analyst,Accion Labs,"Pune, Bengaluru, Mumbai (All Areas)",10-20 Yrs,10.0,20.0,Not Available,,,"Data, Data Analysis, Data Warehousing, SQL, Snowflake, Warehouse",Data Analyst,Data Analyst,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-analyst-accion-labs-pune-bengaluru-mumbai-all-areas-10-to-20-years-230726036319,Data Analyst
Data Scientist,Accion Labs,"Mumbai, Pune, Bengaluru",9-15 Yrs,9.0,15.0,Not Available,,,"Artificial Intelligence, Artificial Intelligence Engineer, Git, Langchain, Machine Learning, Natural Language Processing, Python, Retrieval Augmented Generation",Data Scientist,Data Scientist,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-scientist-accion-labs-mumbai-pune-bengaluru-9-to-15-years-200726028469,Data Scientist
Research Analyst,Accounting Baba,Surat,1-3 Yrs,1.0,3.0,Not Available,,,"Accounting, Economics, Equity Research, Financial Analysis, Financial Instruments, Financial Services, Investment Advisory, Investment Analysis",Research Analyst,Research Analyst,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-accountingbaba-com-surat-1-to-3-years-160726504041,Research Analyst
Data Analysts / HTML Editor,Ace Software Exports,Rajkot,0-4 Yrs,0.0,4.0,Not Available,,,"Adobe Acrobat, Data Analysis, Editor, Epub, Html, Testing, Training, Xml",Data Analyst,Data Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-analysts-html-editor-ace-soft-export-rajkot-0-to-4-years-280723503843,Data Analyst
Data Scientist (SDM),Aceolution India,Hyderabad,10-15 Yrs,10.0,15.0,18-20 Lacs PA,18.0,20.0,"Apache Spark, Data Science, Generative Ai, Llm, Machine Learning, PyTorch, Scikit-Learn, TensorFlow",Data Scientist,Data Scientist,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-scientist-sdm-aceolution-india-hyderabad-10-to-15-years-240626011620,Data Scientist
Software Engineer Ii (Etl Developer),Achnet,Bengaluru,5-10 Yrs,5.0,10.0,Not Available,,,"Cloud, Docker, Etl Developer, Hive, Infrastructure Automation, Kubernetes, SQL, Scala",ETL / Data Integration,Etl,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-software-engineer-ii-etl-developer-achnet-inc-bengaluru-5-to-10-years-290726502230,ETL / Data Integration
BI Developer,Acme Services,Noida,2-6 Yrs,2.0,6.0,Not Available,,,"BI, Bi Development, Deployment, Development",Business Intelligence,Bi Developer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-bi-developer-acme-services-noida-2-to-6-years-210223503800,Business Intelligence
ETL Ab Initio Developer,Acme Services,Mumbai,3-7 Yrs,3.0,7.0,Not Available,,,"Biw, Cloud Computing, Data Analysis, Data Modeling, Informatica, Oracle, Shell Scripting, Unix",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-etl-ab-initio-developer-acme-services-mumbai-3-to-7-years-210223501246,ETL / Data Integration
ETL Developer,Acme Services,Gurugram,1-3 Yrs,1.0,3.0,Not Available,,,"Aix, Customer Service, Enterprise Applications, Informatica, PL/SQL, Production Support, Solaris, Stored Procedures",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-etl-developer-acme-services-gurugram-1-to-3-years-210223501801,ETL / Data Integration
ETl Developer,Acme Services,Mumbai,2-7 Yrs,2.0,7.0,Not Available,,,"Agile, Analytics, Continuous Integration, Json, Nosql, Rdbms, Scrum, Xml",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-etl-developer-acme-services-mumbai-2-to-7-years-210223503237,ETL / Data Integration
Industry Research Analyst - Telecom,Acme Services,Mumbai,1-5 Yrs,1.0,5.0,Not Available,,,"Client Management, Industry Research, Management, Monitoring, Research Analyst, Stakeholder Management, Telecom, Trade",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-industry-research-analyst-telecom-acme-services-mumbai-1-to-5-years-210223503401,Research Analyst
